model,solver,n_obj,steps
T=5 dt=1,Dopri5,6,11
T=5 dt=1,Dopri5,6,11
T=5 dt=1,Dopri5,4,10
T=5 dt=1,Dopri5,7,11
T=5 dt=1,Dopri5,8,11
T=5 dt=1,Dopri5,5,12
T=5 dt=1,Dopri5,5,12
T=5 dt=1,Dopri5,10,13
T=5 dt=1,Dopri5,7,12
T=5 dt=1,Dopri5,4,12
T=5 dt=1,Dopri5,6,12
T=5 dt=1,Dopri5,9,14
T=5 dt=1,Dopri5,4,10
T=5 dt=1,Dopri5,10,16
T=5 dt=1,Dopri5,4,12
T=5 dt=1,Dopri5,4,11
T=5 dt=1,Dopri5,7,12
T=5 dt=1,Dopri5,3,12
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,6,19
T=5 dt=1,Dopri5,5,10
T=5 dt=1,Dopri5,3,11
T=5 dt=1,Dopri5,6,14
T=5 dt=1,Dopri5,9,15
T=5 dt=1,Dopri5,8,18
T=5 dt=1,Dopri5,10,13
T=5 dt=1,Dopri5,10,18
T=5 dt=1,Dopri5,3,12
T=5 dt=1,Dopri5,3,10
T=5 dt=1,Dopri5,4,11
T=5 dt=1,Dopri5,3,12
T=5 dt=1,Dopri5,3,9
T=5 dt=1,Dopri5,7,11
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,8,15
T=5 dt=1,Dopri5,9,15
T=5 dt=1,Dopri5,10,15
T=5 dt=1,Dopri5,7,14
T=5 dt=1,Dopri5,6,18
T=5 dt=1,Dopri5,4,10
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,7,12
T=5 dt=1,Dopri5,8,12
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,10,16
T=5 dt=1,Dopri5,6,12
T=5 dt=1,Dopri5,6,11
T=5 dt=1,Dopri5,8,13
T=5 dt=1,Dopri5,5,12
T=5 dt=1,Dopri5,6,14
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,3,12
T=5 dt=1,Dopri5,8,12
T=5 dt=1,Dopri5,7,14
T=5 dt=1,Dopri5,6,13
T=5 dt=1,Dopri5,6,13
T=5 dt=1,Dopri5,7,12
T=5 dt=1,Dopri5,6,13
T=5 dt=1,Dopri5,6,12
T=5 dt=1,Dopri5,3,9
T=5 dt=1,Dopri5,4,11
T=5 dt=1,Dopri5,4,12
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,9,13
T=5 dt=1,Dopri5,4,11
T=5 dt=1,Dopri5,7,11
T=5 dt=1,Dopri5,10,14
T=5 dt=1,Dopri5,4,10
T=5 dt=1,Dopri5,8,14
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,8,15
T=5 dt=1,Dopri5,10,16
T=5 dt=1,Dopri5,4,12
T=5 dt=1,Dopri5,7,11
T=5 dt=1,Dopri5,4,13
T=5 dt=1,Dopri5,4,12
T=5 dt=1,Dopri5,8,17
T=5 dt=1,Dopri5,7,12
T=5 dt=1,Dopri5,3,10
T=5 dt=1,Dopri5,7,11
T=5 dt=1,Dopri5,5,11
T=5 dt=1,Dopri5,5,12
T=5 dt=1,Dopri5,5,12
T=5 dt=1,Dopri5,9,15
T=5 dt=1,Dopri5,4,15
T=5 dt=1,Dopri5,4,12
T=5 dt=1,Dopri5,5,10
T=5 dt=1,Dopri5,8,17
T=5 dt=1,Dopri5,3,11
T=5 dt=1,Dopri5,9,13
T=5 dt=1,Dopri5,5,12
T=5 dt=1,Dopri5,7,12
T=5 dt=1,Dopri5,7,12
T=5 dt=1,Dopri5,6,11
T=5 dt=1,Dopri5,5,12
T=5 dt=1,Dopri5,5,14
T=5 dt=1,Dopri5,9,14
T=5 dt=1,Dopri5,10,15
T=5 dt=1,Dopri5,7,13
T=5 dt=1,Dopri5,10,16
T=5 dt=1,Dopri5,8,15
T=5 dt=1,Dopri5,9,12
T=5 dt=1,Dopri5,8,13
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,10,16
T=5 dt=1,Tsit5,5,18
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,7,13
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,7,17
T=5 dt=1,Tsit5,5,16
T=5 dt=1,Tsit5,9,20
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,4,16
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,7,19
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,9,14
T=5 dt=1,Tsit5,6,17
T=5 dt=1,Tsit5,6,16
T=5 dt=1,Tsit5,9,13
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,9,18
T=5 dt=1,Tsit5,8,16
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,9,13
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,10,18
T=5 dt=1,Tsit5,9,16
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,5,17
T=5 dt=1,Tsit5,8,20
T=5 dt=1,Tsit5,7,13
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,8,13
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,9,14
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,9,14
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,8,19
T=5 dt=1,Tsit5,7,12
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,7,13
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,10,17
T=5 dt=1,Tsit5,6,18
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,6,13
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,3,16
T=5 dt=1,Tsit5,10,18
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,7,17
T=5 dt=1,Tsit5,7,17
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,7,19
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,5,17
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,3,13
T=5 dt=1,Tsit5,7,19
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,7,19
T=5 dt=1,Tsit5,10,17
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,7,15
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,5,21
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,7,12
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,8,14
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,9,21
T=5 dt=1,Tsit5,10,15
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,8,19
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,7,18
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,3,14
T=5 dt=1,Tsit5,8,20
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,9,18
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,3,13
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,5,16
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,10,21
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,10,16
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,9,20
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,7,19
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,7,13
T=5 dt=1,Tsit5,10,21
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,6,13
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,10,22
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,6,13
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,4,16
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,10,17
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,9,18
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,7,17
T=5 dt=1,Tsit5,10,17
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,7,13
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,7,13
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,9,13
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,8,16
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,10,13
T=5 dt=1,Tsit5,9,20
T=5 dt=1,Tsit5,6,20
T=5 dt=1,Tsit5,5,16
T=5 dt=1,Tsit5,4,16
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,3,14
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,10,15
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,3,14
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,7,12
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,7,17
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,10,21
T=5 dt=1,Tsit5,7,18
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,8,22
T=5 dt=1,Tsit5,10,17
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,7,12
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,3,13
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,9,18
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,8,13
T=5 dt=1,Tsit5,10,23
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,8,13
T=5 dt=1,Tsit5,6,18
T=5 dt=1,Tsit5,9,14
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,3,13
T=5 dt=1,Tsit5,6,11
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,9,16
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,9,16
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,6,13
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,7,15
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,7,15
T=5 dt=1,Tsit5,10,26
T=5 dt=1,Tsit5,3,13
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,8,13
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,10,16
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,4,20
T=5 dt=1,Tsit5,6,18
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,3,14
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,8,14
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,6,17
T=5 dt=1,Tsit5,4,15
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,9,18
T=5 dt=1,Tsit5,6,13
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,8,16
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,8,19
T=5 dt=1,Tsit5,4,15
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,6,13
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,8,13
T=5 dt=1,Tsit5,9,23
T=5 dt=1,Tsit5,6,17
T=5 dt=1,Tsit5,4,15
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,10,16
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,5,16
T=5 dt=1,Tsit5,8,13
T=5 dt=1,Tsit5,9,14
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,9,14
T=5 dt=1,Tsit5,9,23
T=5 dt=1,Tsit5,7,18
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,9,20
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,8,16
T=5 dt=1,Tsit5,5,16
T=5 dt=1,Tsit5,3,13
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,7,18
T=5 dt=1,Tsit5,5,16
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,3,17
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,8,14
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,7,12
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,8,20
T=5 dt=1,Tsit5,7,15
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,7,15
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,10,17
T=5 dt=1,Tsit5,8,15
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,6,16
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,3,13
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,9,13
T=5 dt=1,Tsit5,8,14
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,9,16
T=5 dt=1,Tsit5,7,19
T=5 dt=1,Tsit5,7,19
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,9,17
T=5 dt=1,Tsit5,10,20
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,9,19
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,8,14
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,7,15
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,7,21
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,5,16
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,6,13
T=5 dt=1,Tsit5,8,13
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,6,13
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,7,12
T=5 dt=1,Tsit5,8,14
T=5 dt=1,Tsit5,5,17
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,10,16
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,4,10
T=5 dt=1,Tsit5,10,19
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,3,15
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,6,18
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,6,16
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,8,20
T=5 dt=1,Tsit5,10,14
T=5 dt=1,Tsit5,10,14
T=5 dt=1,Tsit5,3,14
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,4,12
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,7,12
T=5 dt=1,Tsit5,5,16
T=5 dt=1,Tsit5,8,16
T=5 dt=1,Tsit5,9,24
T=5 dt=1,Tsit5,10,15
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,6,16
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,7,15
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,10,17
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,8,14
T=5 dt=1,Tsit5,5,14
T=5 dt=1,Tsit5,6,16
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,3,12
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,7,17
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,6,15
T=5 dt=1,Tsit5,7,16
T=5 dt=1,Tsit5,6,14
T=5 dt=1,Tsit5,6,17
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,4,16
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,4,15
T=5 dt=1,Tsit5,7,17
T=5 dt=1,Tsit5,10,17
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,8,19
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,8,18
T=5 dt=1,Tsit5,10,18
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,4,15
T=5 dt=1,Tsit5,4,14
T=5 dt=1,Tsit5,8,16
T=5 dt=1,Tsit5,7,13
T=5 dt=1,Tsit5,3,10
T=5 dt=1,Tsit5,7,12
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,5,12
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,9,16
T=5 dt=1,Tsit5,4,13
T=5 dt=1,Tsit5,4,11
T=5 dt=1,Tsit5,5,11
T=5 dt=1,Tsit5,8,20
T=5 dt=1,Tsit5,3,11
T=5 dt=1,Tsit5,9,15
T=5 dt=1,Tsit5,5,15
T=5 dt=1,Tsit5,7,14
T=5 dt=1,Tsit5,7,15
T=5 dt=1,Tsit5,6,12
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,5,13
T=5 dt=1,Tsit5,9,14
T=5 dt=1,Tsit5,10,16
T=5 dt=1,Tsit5,7,20
T=5 dt=1,Tsit5,10,21
T=5 dt=1,Tsit5,8,17
T=5 dt=1,Tsit5,9,16
T=5 dt=1,Tsit5,8,15
T=5 dt=0.5,Dopri5,4,44
T=5 dt=0.5,Dopri5,10,52
T=5 dt=0.5,Dopri5,5,35
T=5 dt=0.5,Dopri5,4,29
T=5 dt=0.5,Dopri5,7,35
T=5 dt=0.5,Dopri5,3,47
T=5 dt=0.5,Dopri5,5,46
T=5 dt=0.5,Dopri5,3,22
T=5 dt=0.5,Dopri5,7,45
T=5 dt=0.5,Dopri5,4,43
T=5 dt=0.5,Dopri5,7,39
T=5 dt=0.5,Dopri5,5,38
T=5 dt=0.5,Dopri5,9,52
T=5 dt=0.5,Dopri5,5,42
T=5 dt=0.5,Dopri5,4,39
T=5 dt=0.5,Dopri5,5,36
T=5 dt=0.5,Dopri5,6,31
T=5 dt=0.5,Dopri5,5,40
T=5 dt=0.5,Dopri5,3,42
T=5 dt=0.5,Dopri5,7,46
T=5 dt=0.5,Dopri5,8,54
T=5 dt=0.5,Dopri5,8,43
T=5 dt=0.5,Dopri5,4,29
T=5 dt=0.5,Dopri5,7,44
T=5 dt=0.5,Dopri5,5,30
T=5 dt=0.5,Dopri5,4,27
T=5 dt=0.5,Dopri5,4,30
T=5 dt=0.5,Dopri5,3,39
T=5 dt=0.5,Dopri5,5,34
T=5 dt=0.5,Dopri5,9,41
T=5 dt=0.5,Dopri5,6,38
T=5 dt=0.5,Dopri5,6,32
T=5 dt=0.5,Dopri5,9,40
T=5 dt=0.5,Dopri5,10,54
T=5 dt=0.5,Dopri5,9,42
T=5 dt=0.5,Dopri5,8,48
T=5 dt=0.5,Dopri5,5,47
T=5 dt=0.5,Dopri5,10,44
T=5 dt=0.5,Dopri5,4,53
T=5 dt=0.5,Dopri5,3,33
T=5 dt=0.5,Dopri5,5,46
T=5 dt=0.5,Dopri5,5,29
T=5 dt=0.5,Dopri5,3,43
T=5 dt=0.5,Dopri5,9,39
T=5 dt=0.5,Dopri5,8,43
T=5 dt=0.5,Dopri5,10,43
T=5 dt=0.5,Dopri5,9,47
T=5 dt=0.5,Dopri5,8,40
T=5 dt=0.5,Dopri5,8,30
T=5 dt=0.5,Dopri5,7,43
T=5 dt=0.5,Dopri5,7,50
T=5 dt=0.5,Dopri5,6,40
T=5 dt=0.5,Dopri5,5,41
T=5 dt=0.5,Dopri5,8,46
T=5 dt=0.5,Dopri5,7,41
T=5 dt=0.5,Dopri5,8,50
T=5 dt=0.5,Dopri5,8,51
T=5 dt=0.5,Dopri5,4,45
T=5 dt=0.5,Dopri5,8,38
T=5 dt=0.5,Dopri5,9,52
T=5 dt=0.5,Dopri5,4,39
T=5 dt=0.5,Dopri5,9,52
T=5 dt=0.5,Dopri5,4,42
T=5 dt=0.5,Dopri5,9,62
T=5 dt=0.5,Dopri5,8,38
T=5 dt=0.5,Dopri5,7,46
T=5 dt=0.5,Dopri5,3,36
T=5 dt=0.5,Dopri5,7,46
T=5 dt=0.5,Dopri5,8,38
T=5 dt=0.5,Dopri5,9,48
T=5 dt=0.5,Dopri5,7,43
T=5 dt=0.5,Dopri5,10,41
T=5 dt=0.5,Dopri5,6,44
T=5 dt=0.5,Dopri5,3,37
T=5 dt=0.5,Dopri5,6,45
T=5 dt=0.5,Dopri5,8,42
T=5 dt=0.5,Dopri5,7,34
T=5 dt=0.5,Dopri5,6,52
T=5 dt=0.5,Dopri5,9,57
T=5 dt=0.5,Dopri5,3,35
T=5 dt=0.5,Dopri5,10,37
T=5 dt=0.5,Dopri5,8,53
T=5 dt=0.5,Dopri5,7,40
T=5 dt=0.5,Dopri5,7,50
T=5 dt=0.5,Dopri5,4,49
T=5 dt=0.5,Dopri5,9,35
T=5 dt=0.5,Dopri5,6,50
T=5 dt=0.5,Dopri5,7,64
T=5 dt=0.5,Dopri5,7,43
T=5 dt=0.5,Dopri5,7,41
T=5 dt=0.5,Dopri5,5,46
T=5 dt=0.5,Dopri5,3,39
T=5 dt=0.5,Dopri5,3,54
T=5 dt=0.5,Dopri5,7,38
T=5 dt=0.5,Dopri5,9,57
T=5 dt=0.5,Dopri5,7,55
T=5 dt=0.5,Dopri5,10,45
T=5 dt=0.5,Dopri5,8,43
T=5 dt=0.5,Dopri5,7,45
T=5 dt=0.5,Dopri5,3,33
T=5 dt=0.5,Dopri5,7,42
T=5 dt=0.5,Dopri5,10,39
T=5 dt=0.5,Dopri5,4,35
T=5 dt=0.5,Dopri5,4,46
T=5 dt=0.5,Dopri5,3,30
T=5 dt=0.5,Dopri5,5,40
T=5 dt=0.5,Dopri5,9,42
T=5 dt=0.5,Dopri5,7,29
T=5 dt=0.5,Dopri5,6,35
T=5 dt=0.5,Dopri5,8,36
T=5 dt=0.5,Dopri5,6,42
T=5 dt=0.5,Dopri5,3,37
T=5 dt=0.5,Dopri5,9,45
T=5 dt=0.5,Dopri5,10,36
T=5 dt=0.5,Dopri5,3,55
T=5 dt=0.5,Dopri5,8,35
T=5 dt=0.5,Dopri5,4,50
T=5 dt=0.5,Dopri5,10,36
